Var1,op,Var2,Result
13,d,5,2.6
11,m,14,154.0
9,d,4,2.25
17,m,13,221.0
13,m,2,26.0
4,m,10,40.0
20,d,14,1.4285714285714286
17,p,5,22.0
10,s,16,-6.0
19,s,10,9.0
18,s,4,14.0
12,d,2,6.0
3,p,16,19.0
16,p,3,19.0
8,s,17,-9.0
7,d,10,0.7
3,m,10,30.0
17,d,12,1.4166666666666667
7,m,18,126.0
13,s,3,10.0
20,d,20,1.0
4,p,6,10.0
16,d,3,5.333333333333333
4,m,2,8.0
7,m,12,84.0
6,p,17,23.0
6,p,0,6.0
0,p,9,9.0
6,p,5,11.0
2,d,8,0.25
3,m,13,39.0
12,m,0,0.0
10,m,12,120.0
6,d,9,0.6666666666666666
19,d,18,1.0555555555555556
20,p,19,39.0
15,d,1,15.0
10,p,11,21.0
8,d,15,0.5333333333333333
17,d,3,5.666666666666667
18,m,19,342.0
15,d,0,0.0
1,p,15,16.0
15,p,8,23.0
2,p,7,9.0
14,m,12,168.0
7,d,19,0.3684210526315789
1,m,10,10.0
17,s,14,3.0
19,p,13,32.0
0,p,4,4.0
16,p,14,30.0
16,d,5,3.2
8,d,18,0.4444444444444444
17,p,20,37.0
8,p,18,26.0
16,s,15,1.0
14,s,9,5.0
1,m,9,9.0
13,s,3,10.0
2,d,6,0.3333333333333333
15,p,7,22.0
12,s,20,-8.0
12,m,1,12.0
5,m,7,35.0
18,s,15,3.0
14,p,3,17.0
5,s,4,1.0
19,p,18,37.0
14,m,15,210.0
13,m,0,0.0
20,p,17,37.0
13,p,15,28.0
8,d,13,0.6153846153846154
2,p,2,4.0
8,d,11,0.7272727272727273
12,s,16,-4.0
4,p,3,7.0
5,s,2,3.0
6,m,14,84.0
17,d,8,2.125
2,d,5,0.4
3,p,17,20.0
7,s,6,1.0
9,d,4,2.25
0,p,11,11.0
16,p,0,16.0
16,p,8,24.0
9,m,4,36.0
7,s,15,-8.0
6,d,15,0.4
15,p,6,21.0
5,p,12,17.0
4,s,4,0.0
2,p,15,17.0
18,s,5,13.0
20,m,13,260.0
7,d,8,0.875
1,p,13,14.0
10,p,12,22.0
6,d,11,0.5454545454545454
14,s,19,-5.0
4,d,15,0.26666666666666666
20,s,20,0.0
7,m,19,133.0
15,d,2,7.5
19,d,0,0.0
2,p,17,19.0
4,p,20,24.0
11,d,8,1.375
8,m,14,112.0
9,m,17,153.0
9,d,15,0.6
12,s,18,-6.0
15,p,10,25.0
15,p,10,25.0
8,m,20,160.0
8,s,9,-1.0
10,s,10,0.0
18,m,6,108.0
9,m,6,54.0
16,m,13,208.0
8,d,19,0.42105263157894735
6,s,19,-13.0
9,m,6,54.0
17,m,17,289.0
6,s,14,-8.0
3,s,9,-6.0
6,m,19,114.0
5,d,20,0.25
11,d,7,1.5714285714285714
15,d,8,1.875
17,s,10,7.0
8,p,19,27.0
8,d,3,2.6666666666666665
17,p,12,29.0
2,m,6,12.0
15,m,14,210.0
16,d,18,0.8888888888888888
6,p,8,14.0
13,d,20,0.65
19,d,3,6.333333333333333
13,m,12,156.0
3,s,4,-1.0
3,p,11,14.0
1,m,2,2.0
3,m,17,51.0
4,d,3,1.3333333333333333
6,p,1,7.0
0,m,3,0.0
19,m,8,152.0
13,s,7,6.0
7,m,19,133.0
17,s,11,6.0
4,m,0,0.0
7,d,5,1.4
6,p,17,23.0
5,m,2,10.0
15,p,3,18.0
7,s,13,-6.0
7,s,14,-7.0
5,m,7,35.0
3,s,0,3.0
9,d,13,0.6923076923076923
14,s,6,8.0
3,d,2,1.5
14,s,14,0.0
12,d,19,0.631578947368421
0,m,17,0.0
6,d,15,0.4
16,m,10,160.0
0,d,15,0.0
14,s,19,-5.0
11,p,4,15.0
19,s,12,7.0
12,s,6,6.0
10,d,11,0.9090909090909091
8,m,7,56.0
7,d,12,0.5833333333333334
0,s,18,-18.0
20,d,2,10.0
0,m,12,0.0
11,p,12,23.0
15,d,13,1.1538461538461537
13,d,2,6.5
8,s,11,-3.0
8,m,11,88.0
15,s,5,10.0
7,s,18,-11.0
1,m,12,12.0
1,p,7,8.0
5,p,2,7.0
8,m,2,16.0
14,m,4,56.0
4,m,13,52.0
5,d,7,0.7142857142857143
9,p,5,14.0
7,p,2,9.0
18,s,20,-2.0
9,d,17,0.5294117647058824
13,s,5,8.0
0,p,6,6.0
2,m,3,6.0
5,p,17,22.0
14,m,17,238.0
5,s,4,1.0
7,m,0,0.0
5,p,8,13.0
16,p,16,32.0
12,s,4,8.0
1,s,15,-14.0
4,m,7,28.0
18,d,8,2.25
7,s,14,-7.0
3,s,7,-4.0
20,p,19,39.0
2,s,12,-10.0
0,d,9,0.0
16,d,15,1.0666666666666667
17,d,17,1.0
16,m,14,224.0
19,d,18,1.0555555555555556
8,d,16,0.5
5,d,16,0.3125
4,s,1,3.0
2,m,19,38.0
9,d,3,3.0
12,m,12,144.0
11,m,0,0.0
15,p,6,21.0
6,s,13,-7.0
14,s,18,-4.0
20,d,9,2.2222222222222223
7,p,4,11.0
7,m,14,98.0
15,d,12,1.25
14,s,11,3.0
14,d,4,3.5
1,s,7,-6.0
20,m,3,60.0
11,m,1,11.0
14,d,12,1.1666666666666667
2,m,19,38.0
11,d,16,0.6875
1,p,15,16.0
11,s,10,1.0
9,s,16,-7.0
0,s,3,-3.0
17,p,8,25.0
0,s,16,-16.0
20,m,16,320.0
0,d,14,0.0
10,d,19,0.5263157894736842
11,m,19,209.0
9,p,11,20.0
16,p,18,34.0
14,d,15,0.9333333333333333
16,p,1,17.0
4,m,12,48.0
14,m,20,280.0
4,s,4,0.0
2,d,19,0.10526315789473684
8,s,12,-4.0
1,m,1,1.0
0,s,4,-4.0
13,s,18,-5.0
13,d,4,3.25
17,m,18,306.0
6,p,0,6.0
5,m,1,5.0
15,s,2,13.0
14,d,5,2.8
3,d,2,1.5
10,m,19,190.0
15,m,8,120.0
20,s,10,10.0
18,m,16,288.0
19,s,7,12.0
0,d,13,0.0
8,m,10,80.0
15,p,12,27.0
18,m,9,162.0
3,s,4,-1.0
7,d,7,1.0
4,m,3,12.0
13,d,12,1.0833333333333333
18,m,10,180.0
2,s,7,-5.0
19,p,15,34.0
10,d,1,10.0
12,s,13,-1.0
13,p,15,28.0
10,p,11,21.0
9,d,7,1.2857142857142858
15,s,12,3.0
12,s,13,-1.0
9,s,7,2.0
10,m,5,50.0
18,p,12,30.0
3,p,2,5.0
0,d,4,0.0
15,s,2,13.0
1,d,0,0.0
5,s,1,4.0
9,m,11,99.0
18,p,2,20.0
5,m,9,45.0
3,p,1,4.0
1,p,19,20.0
6,d,5,1.2
15,m,3,45.0
18,p,9,27.0
19,s,9,10.0
2,m,14,28.0
5,p,20,25.0
15,s,19,-4.0
9,d,1,9.0
10,d,5,2.0
14,m,11,154.0
9,d,20,0.45
13,m,7,91.0
10,s,6,4.0
14,s,4,10.0
1,p,2,3.0
18,s,3,15.0
3,s,14,-11.0
4,m,2,8.0
10,s,10,0.0
15,d,13,1.1538461538461537
3,m,20,60.0
6,p,15,21.0
11,d,5,2.2
6,p,11,17.0
1,m,1,1.0
12,d,5,2.4
14,m,12,168.0
14,m,4,56.0
13,s,10,3.0
0,m,5,0.0
13,d,2,6.5
10,p,4,14.0
4,d,7,0.5714285714285714
8,s,6,2.0
13,p,1,14.0
20,m,11,220.0
19,m,11,209.0
0,d,3,0.0
16,s,6,10.0
4,m,10,40.0
16,s,12,4.0
13,d,1,13.0
18,m,17,306.0
17,p,14,31.0
9,p,10,19.0
13,p,18,31.0
15,d,13,1.1538461538461537
19,s,18,1.0
10,s,18,-8.0
14,m,8,112.0
20,s,1,19.0
18,d,8,2.25
8,s,0,8.0
1,d,7,0.14285714285714285
7,p,12,19.0
13,p,1,14.0
8,d,17,0.47058823529411764
0,m,16,0.0
19,d,1,19.0
18,m,6,108.0
3,d,7,0.42857142857142855
17,s,10,7.0
17,s,20,-3.0
0,p,13,13.0
10,s,20,-10.0
15,p,0,15.0
4,s,8,-4.0
9,d,8,1.125
5,s,13,-8.0
5,p,11,16.0
9,p,9,18.0
2,p,4,6.0
0,p,7,7.0
8,p,5,13.0
14,p,10,24.0
16,d,17,0.9411764705882353
16,d,3,5.333333333333333
19,p,8,27.0
11,m,2,22.0
5,s,12,-7.0
17,p,8,25.0
19,p,2,21.0
5,m,4,20.0
5,s,16,-11.0
15,m,20,300.0
0,d,10,0.0
13,d,3,4.333333333333333
6,s,5,1.0
19,d,20,0.95
18,s,2,16.0
15,d,17,0.8823529411764706
12,m,10,120.0
6,p,1,7.0
14,p,6,20.0
18,p,11,29.0
11,m,20,220.0
13,m,0,0.0
14,s,2,12.0
3,p,19,22.0
18,d,4,4.5
15,m,17,255.0
3,p,19,22.0
20,s,10,10.0
9,d,17,0.5294117647058824
9,p,1,10.0
1,s,9,-8.0
8,s,12,-4.0
8,d,10,0.8
2,m,16,32.0
2,m,15,30.0
9,p,13,22.0
0,m,9,0.0
5,s,2,3.0
16,p,19,35.0
11,p,3,14.0
8,m,10,80.0
3,s,5,-2.0
18,s,2,16.0
1,m,8,8.0
17,p,17,34.0
17,m,18,306.0
17,p,9,26.0
12,m,1,12.0
13,m,2,26.0
8,s,1,7.0
2,p,3,5.0
3,p,15,18.0
15,d,11,1.3636363636363635
17,m,3,51.0
5,s,18,-13.0
2,s,10,-8.0
5,p,20,25.0
20,d,0,0.0
6,s,4,2.0
16,d,7,2.2857142857142856
0,m,16,0.0
18,d,6,3.0
17,p,7,24.0
13,d,6,2.1666666666666665
6,m,16,96.0
11,d,4,2.75
18,m,13,234.0
8,p,7,15.0
13,d,8,1.625
0,d,3,0.0
18,m,6,108.0
4,s,18,-14.0
20,p,18,38.0
7,p,4,11.0
7,p,7,14.0
2,s,12,-10.0
6,p,8,14.0
18,s,0,18.0
3,d,0,0.0
3,s,10,-7.0
14,s,4,10.0
20,m,3,60.0
10,d,13,0.7692307692307693
16,d,8,2.0
6,s,20,-14.0
6,m,12,72.0
6,d,7,0.8571428571428571
15,d,8,1.875
1,p,8,9.0
13,s,14,-1.0
1,d,1,1.0
16,s,9,7.0
13,m,3,39.0
4,m,9,36.0
5,p,13,18.0
15,p,16,31.0
18,m,14,252.0
9,s,20,-11.0
14,m,6,84.0
15,m,12,180.0
5,s,15,-10.0
14,p,4,18.0
7,d,20,0.35
12,s,7,5.0
3,m,8,24.0
16,p,8,24.0
8,m,16,128.0
12,p,0,12.0
18,s,3,15.0
9,s,8,1.0
17,s,19,-2.0
20,p,15,35.0
4,m,0,0.0
17,m,13,221.0
0,s,15,-15.0
5,m,3,15.0
13,m,8,104.0
18,d,6,3.0
19,m,18,342.0
3,d,12,0.25
19,s,6,13.0
10,m,1,10.0
11,s,15,-4.0
17,d,10,1.7
7,p,13,20.0
2,s,3,-1.0
7,p,13,20.0
6,d,14,0.42857142857142855
17,p,2,19.0
17,s,14,3.0
7,s,6,1.0
11,p,3,14.0
8,d,0,0.0
3,d,8,0.375
6,m,2,12.0
7,p,19,26.0
2,s,8,-6.0
1,m,15,15.0
17,p,5,22.0
15,d,6,2.5
10,p,3,13.0
16,s,18,-2.0
18,p,8,26.0
13,m,11,143.0
14,s,17,-3.0
0,p,3,3.0
8,s,6,2.0
5,p,7,12.0
5,s,6,-1.0
6,m,4,24.0
14,d,1,14.0
7,s,19,-12.0
1,s,3,-2.0
11,m,20,220.0
13,p,4,17.0
5,d,15,0.3333333333333333
0,m,5,0.0
1,s,17,-16.0
13,p,3,16.0
5,p,6,11.0
4,p,13,17.0
13,s,7,6.0
8,m,16,128.0
14,s,5,9.0
14,s,13,1.0
19,m,14,266.0
10,s,8,2.0
0,d,6,0.0
9,d,12,0.75
2,p,18,20.0
4,s,1,3.0
17,d,3,5.666666666666667
12,s,20,-8.0
1,s,16,-15.0
17,s,7,10.0
7,p,1,8.0
7,p,17,24.0
10,p,16,26.0
8,m,8,64.0
17,s,4,13.0
1,d,13,0.07692307692307693
6,s,4,2.0
20,s,2,18.0
19,p,14,33.0
13,p,20,33.0
10,s,14,-4.0
8,p,10,18.0
1,p,0,1.0
0,p,0,0.0
10,p,5,15.0
2,d,6,0.3333333333333333
3,m,14,42.0
1,p,20,21.0
4,m,11,44.0
12,m,3,36.0
9,s,8,1.0
2,s,17,-15.0
19,d,18,1.0555555555555556
9,p,15,24.0
4,m,5,20.0
16,p,19,35.0
10,d,12,0.8333333333333334
1,d,16,0.0625
14,p,0,14.0
19,p,1,20.0
8,d,7,1.1428571428571428
11,m,20,220.0
2,m,11,22.0
16,d,4,4.0
12,p,18,30.0
7,s,13,-6.0
8,s,16,-8.0
10,p,11,21.0
11,s,9,2.0
18,p,12,30.0
17,d,1,17.0
1,s,13,-12.0
7,d,13,0.5384615384615384
19,p,11,30.0
19,s,20,-1.0
4,p,2,6.0
8,p,1,9.0
12,p,8,20.0
17,p,16,33.0
8,m,20,160.0
20,d,5,4.0
15,s,7,8.0
12,p,6,18.0
12,s,8,4.0
4,s,2,2.0
12,m,19,228.0
5,m,16,80.0
13,s,9,4.0
0,d,7,0.0
4,d,11,0.36363636363636365
6,m,3,18.0
8,d,2,4.0
1,m,12,12.0
20,s,12,8.0
11,m,11,121.0
1,d,5,0.2
7,m,11,77.0
17,m,5,85.0
6,p,0,6.0
15,m,12,180.0
13,m,8,104.0
16,p,18,34.0
7,m,3,21.0
7,s,17,-10.0
8,s,10,-2.0
14,p,19,33.0
10,m,1,10.0
20,m,1,20.0
7,s,6,1.0
6,s,11,-5.0
16,m,8,128.0
3,s,12,-9.0
4,p,3,7.0
3,d,19,0.15789473684210525
16,p,14,30.0
17,s,1,16.0
7,p,18,25.0
20,d,6,3.3333333333333335
6,d,4,1.5
20,s,10,10.0
1,p,13,14.0
2,d,2,1.0
10,p,12,22.0
14,d,16,0.875
17,p,16,33.0
0,s,5,-5.0
0,p,0,0.0
10,p,13,23.0
17,p,4,21.0
7,m,12,84.0
15,d,20,0.75
8,p,9,17.0
13,s,0,13.0
12,m,11,132.0
4,p,1,5.0
9,p,19,28.0
3,m,16,48.0
3,m,17,51.0
7,d,7,1.0
16,m,15,240.0
0,s,18,-18.0
13,s,6,7.0
5,s,6,-1.0
2,d,7,0.2857142857142857
8,m,10,80.0
13,p,2,15.0
8,m,1,8.0
4,d,16,0.25
1,p,11,12.0
10,d,7,1.4285714285714286
12,d,13,0.9230769230769231
1,p,16,17.0
3,d,4,0.75
0,s,1,-1.0
1,s,16,-15.0
11,d,12,0.9166666666666666
19,p,2,21.0
12,d,4,3.0
2,s,10,-8.0
3,s,5,-2.0
8,m,10,80.0
1,s,13,-12.0
13,p,18,31.0
15,d,20,0.75
13,s,17,-4.0
19,m,6,114.0
9,p,1,10.0
7,p,9,16.0
16,s,14,2.0
10,s,9,1.0
15,s,17,-2.0
13,s,1,12.0
7,m,20,140.0
19,p,3,22.0
3,d,11,0.2727272727272727
0,p,19,19.0
16,p,11,27.0
9,s,9,0.0
0,m,14,0.0
18,d,5,3.6
19,d,18,1.0555555555555556
19,d,18,1.0555555555555556
9,d,17,0.5294117647058824
2,m,16,32.0
4,m,17,68.0
18,s,12,6.0
4,p,10,14.0
9,m,0,0.0
18,s,19,-1.0
5,p,6,11.0
5,m,7,35.0
4,d,13,0.3076923076923077
18,p,17,35.0
13,p,19,32.0
17,s,15,2.0
12,p,20,32.0
14,p,13,27.0
20,s,14,6.0
6,s,9,-3.0
16,s,19,-3.0
10,m,19,190.0
20,s,7,13.0
17,m,0,0.0
0,d,11,0.0
3,d,4,0.75
10,s,0,10.0
12,m,18,216.0
17,d,4,4.25
8,d,2,4.0
18,m,12,216.0
13,p,20,33.0
6,d,0,0.0
13,s,3,10.0
6,m,16,96.0
18,p,10,28.0
8,m,6,48.0
12,s,17,-5.0
7,m,18,126.0
16,p,8,24.0
0,d,5,0.0
7,p,0,7.0
16,d,13,1.2307692307692308
12,p,2,14.0
3,s,12,-9.0
2,s,2,0.0
19,p,10,29.0
1,d,2,0.5
16,m,1,16.0
2,p,9,11.0
10,d,1,10.0
13,s,5,8.0
18,d,14,1.2857142857142858
20,p,4,24.0
11,m,7,77.0
8,d,0,0.0
14,m,14,196.0
12,p,5,17.0
14,d,4,3.5
13,s,4,9.0
11,p,0,11.0
15,d,20,0.75
12,s,1,11.0
18,p,19,37.0
8,d,0,0.0
16,m,17,272.0
2,s,6,-4.0
6,s,14,-8.0
2,m,4,8.0
11,s,5,6.0
11,p,12,23.0
14,p,17,31.0
14,s,0,14.0
5,p,3,8.0
19,p,5,24.0
12,s,3,9.0
13,m,7,91.0
4,d,14,0.2857142857142857
17,m,18,306.0
12,s,3,9.0
6,p,14,20.0
17,m,9,153.0
8,p,18,26.0
5,m,18,90.0
1,d,4,0.25
9,p,16,25.0
3,m,13,39.0
9,s,1,8.0
14,m,6,84.0
3,d,12,0.25
17,s,3,14.0
14,s,15,-1.0
5,p,2,7.0
5,p,20,25.0
15,s,18,-3.0
3,s,20,-17.0
8,d,16,0.5
5,m,18,90.0
15,d,19,0.7894736842105263
7,s,13,-6.0
17,p,7,24.0
16,m,5,80.0
13,m,0,0.0
7,d,18,0.3888888888888889
0,d,15,0.0
12,d,3,4.0
15,d,1,15.0
15,d,7,2.142857142857143
16,p,4,20.0
11,d,0,0.0
17,p,4,21.0
5,s,5,0.0
20,m,11,220.0
5,d,2,2.5
11,m,0,0.0
17,p,14,31.0
8,s,12,-4.0
2,s,16,-14.0
2,s,18,-16.0
10,d,18,0.5555555555555556
14,p,19,33.0
17,m,18,306.0
7,m,13,91.0
17,s,0,17.0
4,m,1,4.0
1,s,19,-18.0
17,m,13,221.0
16,s,9,7.0
9,m,19,171.0
19,p,16,35.0
20,m,2,40.0
11,d,14,0.7857142857142857
1,d,20,0.05
2,s,11,-9.0
7,d,17,0.4117647058823529
14,d,12,1.1666666666666667
6,s,17,-11.0
0,d,19,0.0
8,p,12,20.0
19,d,2,9.5
15,d,19,0.7894736842105263
12,s,17,-5.0
19,d,18,1.0555555555555556
16,s,15,1.0
4,s,10,-6.0
15,m,1,15.0
16,d,0,0.0
20,s,5,15.0
11,m,1,11.0
0,d,11,0.0
12,m,19,228.0
14,p,18,32.0
0,s,3,-3.0
8,s,17,-9.0
10,m,11,110.0
8,d,5,1.6
14,d,18,0.7777777777777778
6,m,4,24.0
19,s,9,10.0
20,s,7,13.0
17,m,18,306.0
12,s,7,5.0
17,p,18,35.0
10,s,12,-2.0
8,m,2,16.0
5,m,17,85.0
15,m,5,75.0
12,s,5,7.0
12,s,18,-6.0
7,m,10,70.0
3,p,7,10.0
17,m,12,204.0
11,d,0,0.0
16,d,8,2.0
17,p,10,27.0
19,d,10,1.9
9,s,8,1.0
0,m,6,0.0
20,p,19,39.0
16,p,18,34.0
3,d,15,0.2
5,s,1,4.0
16,s,10,6.0
8,p,1,9.0
11,d,6,1.8333333333333333
9,m,2,18.0
9,p,14,23.0
10,s,10,0.0
3,s,6,-3.0
11,s,19,-8.0
13,p,15,28.0
7,d,13,0.5384615384615384
10,p,1,11.0
19,s,8,11.0
20,m,3,60.0
2,m,1,2.0
5,d,14,0.35714285714285715
19,p,16,35.0
18,d,16,1.125
17,s,1,16.0
15,m,0,0.0
11,s,4,7.0
16,m,16,256.0
12,s,5,7.0
10,d,17,0.5882352941176471
13,m,1,13.0
18,d,16,1.125
14,d,17,0.8235294117647058
8,s,9,-1.0
4,m,15,60.0
16,m,10,160.0
17,m,20,340.0
18,m,13,234.0
10,m,19,190.0
5,s,16,-11.0
9,p,19,28.0
2,m,13,26.0
0,p,4,4.0
1,s,1,0.0
9,s,11,-2.0
18,s,20,-2.0
2,s,7,-5.0
20,m,3,60.0
10,s,2,8.0
0,m,10,0.0
15,s,1,14.0
20,d,20,1.0
17,p,5,22.0
9,m,9,81.0
16,d,16,1.0
12,d,18,0.6666666666666666
4,s,15,-11.0
13,d,14,0.9285714285714286
9,d,20,0.45
4,s,0,4.0
11,s,16,-5.0
11,s,9,2.0
2,s,16,-14.0
5,p,17,22.0
4,p,6,10.0
4,s,6,-2.0
20,m,0,0.0
19,p,2,21.0
12,p,0,12.0
16,d,7,2.2857142857142856
8,s,15,-7.0
6,d,17,0.35294117647058826
11,s,0,11.0
15,p,12,27.0
14,s,5,9.0
11,d,15,0.7333333333333333
10,m,8,80.0
17,m,20,340.0
15,d,4,3.75
4,p,18,22.0
10,p,4,14.0
16,d,14,1.1428571428571428
17,p,7,24.0
12,s,1,11.0
14,d,3,4.666666666666667
5,d,2,2.5
6,d,6,1.0
6,s,18,-12.0
0,s,10,-10.0
5,s,4,1.0
13,p,5,18.0
13,p,10,23.0
20,s,9,11.0
17,s,17,0.0
7,m,5,35.0
20,s,11,9.0
18,s,17,1.0
10,m,17,170.0
8,p,13,21.0
15,d,20,0.75
15,s,7,8.0
12,s,9,3.0
0,m,18,0.0
8,d,8,1.0
19,s,3,16.0
14,d,19,0.7368421052631579
0,s,5,-5.0
14,s,2,12.0
1,s,10,-9.0
19,d,14,1.3571428571428572
3,d,6,0.5
10,s,4,6.0
4,p,4,8.0
3,m,4,12.0
12,s,1,11.0
5,p,1,6.0
8,d,17,0.47058823529411764
19,d,14,1.3571428571428572
11,m,6,66.0
16,s,11,5.0
7,d,20,0.35
1,s,1,0.0
0,m,8,0.0
7,p,12,19.0
18,m,18,324.0
3,p,14,17.0
11,s,5,6.0
18,p,2,20.0
4,s,20,-16.0
18,p,11,29.0
2,s,9,-7.0
15,s,8,7.0
1,s,19,-18.0
0,d,18,0.0
15,s,2,13.0
18,p,15,33.0
19,s,3,16.0
12,s,1,11.0
4,s,3,1.0
5,d,3,1.6666666666666667
13,s,14,-1.0
1,p,3,4.0
3,d,3,1.0
12,s,3,9.0
5,p,1,6.0
19,d,1,19.0
4,d,10,0.4
7,s,6,1.0
1,s,9,-8.0
13,m,12,156.0
6,p,17,23.0
5,m,14,70.0
16,s,3,13.0
9,p,5,14.0
2,p,9,11.0
17,s,12,5.0
10,m,0,0.0
4,m,4,16.0
12,p,4,16.0
18,m,6,108.0
11,p,12,23.0
20,s,0,20.0
18,m,19,342.0
4,d,18,0.2222222222222222
0,s,3,-3.0
14,s,3,11.0
8,d,6,1.3333333333333333
11,m,17,187.0
17,d,11,1.5454545454545454
9,s,4,5.0
0,p,8,8.0
4,s,0,4.0
15,d,1,15.0
3,s,11,-8.0
15,d,7,2.142857142857143
8,s,1,7.0
19,p,19,38.0
14,d,2,7.0
13,p,18,31.0
13,s,7,6.0
4,p,9,13.0
10,m,10,100.0
5,p,20,25.0
7,p,9,16.0
7,p,1,8.0
0,m,19,0.0
12,d,15,0.8
11,m,13,143.0
19,m,2,38.0
14,m,18,252.0
11,d,9,1.2222222222222223
5,m,7,35.0
15,s,3,12.0
8,d,14,0.5714285714285714
0,p,3,3.0
17,p,1,18.0
16,p,3,19.0
6,d,0,0.0
17,p,7,24.0
14,m,12,168.0
2,s,15,-13.0
13,p,16,29.0
17,p,0,17.0
11,p,14,25.0
4,p,18,22.0
3,p,10,13.0
14,s,2,12.0
16,d,1,16.0
14,s,3,11.0
1,s,14,-13.0
10,p,2,12.0
9,m,11,99.0
15,s,9,6.0
12,p,5,17.0
6,p,0,6.0
18,s,13,5.0
11,m,17,187.0
14,d,13,1.0769230769230769
19,d,8,2.375
0,p,6,6.0
17,m,0,0.0
6,d,6,1.0
5,m,14,70.0
13,d,12,1.0833333333333333
4,m,2,8.0
18,s,2,16.0
4,p,15,19.0
1,m,1,1.0
12,d,13,0.9230769230769231
3,m,9,27.0
20,p,18,38.0
2,p,3,5.0
14,d,18,0.7777777777777778
14,m,3,42.0
1,m,0,0.0
18,p,7,25.0
18,m,20,360.0
18,m,0,0.0
7,m,2,14.0
5,m,1,5.0
19,p,19,38.0
18,d,9,2.0
12,d,19,0.631578947368421
20,p,7,27.0
6,d,14,0.42857142857142855
3,d,13,0.23076923076923078
19,m,17,323.0
3,d,13,0.23076923076923078
3,s,4,-1.0
15,p,9,24.0
15,m,15,225.0
7,s,7,0.0
10,s,13,-3.0
6,m,16,96.0
18,p,18,36.0
19,p,14,33.0
2,s,8,-6.0
13,p,4,17.0
6,p,14,20.0
16,s,14,2.0
3,d,2,1.5
1,p,5,6.0
20,m,20,400.0
3,p,17,20.0
7,d,11,0.6363636363636364
4,p,3,7.0
14,m,0,0.0
16,p,0,16.0
17,m,12,204.0
9,s,17,-8.0
5,d,3,1.6666666666666667
11,s,16,-5.0
18,m,14,252.0
14,s,0,14.0
1,m,0,0.0
17,d,1,17.0
15,d,10,1.5
2,s,5,-3.0
12,p,18,30.0
9,d,19,0.47368421052631576
2,p,20,22.0
5,d,16,0.3125
18,s,8,10.0
19,s,13,6.0
14,d,12,1.1666666666666667
20,m,1,20.0
1,m,18,18.0
7,m,3,21.0
2,d,18,0.1111111111111111
3,d,11,0.2727272727272727
1,s,15,-14.0
5,m,15,75.0
17,s,17,0.0
10,m,12,120.0
3,d,14,0.21428571428571427
5,p,9,14.0
19,m,13,247.0
19,d,12,1.5833333333333333
17,m,7,119.0
19,p,13,32.0
8,m,14,112.0
4,d,2,2.0
0,m,4,0.0
3,s,12,-9.0
5,s,11,-6.0
20,m,13,260.0
17,s,17,0.0
0,s,16,-16.0
8,d,17,0.47058823529411764
17,s,16,1.0
19,d,1,19.0
4,d,8,0.5
15,d,4,3.75
19,p,18,37.0
13,p,0,13.0
2,p,9,11.0
6,s,3,3.0
11,s,19,-8.0
6,p,13,19.0
7,d,6,1.1666666666666667
13,m,0,0.0
5,p,7,12.0
8,p,10,18.0
12,p,10,22.0
5,m,11,55.0
9,s,15,-6.0
8,p,3,11.0
13,p,10,23.0
6,m,9,54.0
0,d,18,0.0
12,d,2,6.0
15,s,2,13.0
8,p,19,27.0
17,p,17,34.0
12,s,14,-2.0
3,p,8,11.0
14,d,8,1.75
16,s,3,13.0
10,s,19,-9.0
12,d,20,0.6
8,d,17,0.47058823529411764
19,s,17,2.0
18,d,12,1.5
9,d,16,0.5625
18,p,9,27.0
10,m,10,100.0
10,p,1,11.0
3,s,19,-16.0
19,p,5,24.0
15,s,11,4.0
12,m,1,12.0
3,d,2,1.5
2,p,13,15.0
7,d,19,0.3684210526315789
6,m,13,78.0
7,s,13,-6.0
3,m,16,48.0
10,p,11,21.0
12,p,15,27.0
1,m,0,0.0
4,m,9,36.0
5,m,1,5.0
12,m,12,144.0
17,d,19,0.8947368421052632
13,d,15,0.8666666666666667
1,d,10,0.1
8,p,5,13.0
9,d,10,0.9
11,d,15,0.7333333333333333
10,p,17,27.0
18,m,14,252.0
10,s,7,3.0
16,p,19,35.0
13,s,4,9.0
11,d,8,1.375
12,s,4,8.0
13,m,10,130.0
1,d,3,0.3333333333333333
20,m,10,200.0
7,p,1,8.0
13,s,5,8.0
3,s,5,-2.0
9,d,5,1.8
13,d,15,0.8666666666666667
9,s,12,-3.0
10,p,19,29.0
12,p,0,12.0
2,m,5,10.0
3,m,2,6.0
16,d,8,2.0
1,p,0,1.0
3,d,15,0.2
15,s,15,0.0
6,s,2,4.0
18,m,19,342.0
14,m,0,0.0
14,d,4,3.5
8,d,5,1.6
2,p,4,6.0
5,s,1,4.0
16,s,8,8.0
15,s,10,5.0
13,d,11,1.1818181818181819
17,d,1,17.0
17,s,11,6.0
11,s,8,3.0
9,p,4,13.0
17,m,7,119.0
8,m,11,88.0
1,d,1,1.0
8,m,9,72.0
9,d,20,0.45
10,s,4,6.0
2,s,3,-1.0
6,d,4,1.5
9,d,17,0.5294117647058824
19,d,2,9.5
14,s,12,2.0
7,s,9,-2.0
15,p,5,20.0
6,d,17,0.35294117647058826
5,d,2,2.5
11,p,0,11.0
2,d,19,0.10526315789473684
7,m,1,7.0
10,s,20,-10.0
1,s,12,-11.0
10,s,17,-7.0
8,s,19,-11.0
10,m,7,70.0
0,p,1,1.0
